student_id,week,message_text
S2006,9,"Hi Professor, could you clarify the requirements for the project?"
S2006,9,"Hi Professor, i have a question about the grading rubric."
S2006,9,"Hi Professor, when is the next assignment due?"
S2006,10,"Hi Professor, are there any office hours this week?"
S2006,11,"Hi Professor, when is the next assignment due?"
S2006,12,"Hi Professor, when is the next assignment due?"
S2006,12,"Hi Professor, what chapters should we focus on for the exam?"
S2006,13,"Hi Professor, i have a question about the grading rubric."
S2006,15,"Hi Professor, what chapters should we focus on for the exam?"
S2006,16,"Hi Professor, are there any office hours this week?"
S2006,16,"Hi Professor, what chapters should we focus on for the exam?"
S2007,2,What chapters should we focus on for the exam?
S2007,2,Are there any office hours this week?
S2007,3,What chapters should we focus on for the exam?
S2007,7,I'm having some difficulty with the recent topics.
S2007,8,I'm having some difficulty with the recent topics.
S2007,10,I'm concerned about my progress in the course.
S2008,1,What chapters should we focus on for the exam?
S2008,3,What chapters should we focus on for the exam?
S2008,5,When is the next assignment due?
S2008,5,Are there any office hours this week?
S2008,5,I have a question about the grading rubric.
S2008,6,Could you clarify the requirements for the project?
S2008,7,What chapters should we focus on for the exam?
S2008,8,I have a question about the grading rubric.
S2008,9,Could you clarify the requirements for the project?
S2008,9,Are there any office hours this week?
S2008,10,Could you clarify the requirements for the project?
S2008,11,Could you clarify the requirements for the project?
S2008,11,When is the next assignment due?
S2008,12,When is the next assignment due?
S2008,12,Could you clarify the requirements for the project?
S2008,12,What chapters should we focus on for the exam?
S2008,14,When is the next assignment due?
S2008,15,I have a question about the grading rubric.
S2008,16,Are there any office hours this week?
S2009,1,"Hi Professor, are there any office hours this week?"
S2009,2,"Hi Professor, i have a question about the grading rubric."
S2009,3,"Hi Professor, could you clarify the requirements for the project?"
S2009,3,"Hi Professor, i have a question about the grading rubric."
S2009,4,"Hi Professor, could you clarify the requirements for the project?"
S2009,5,"Hi Professor, when is the next assignment due?"
S2009,6,"Hi Professor, are there any office hours this week?"
S2009,7,"Hi Professor, what chapters should we focus on for the exam?"
S2009,8,"Hi Professor, what chapters should we focus on for the exam?"
S2009,11,"Hi Professor, i have a question about the grading rubric."
S2010,1,I have a question about the grading rubric.
S2010,2,When is the next assignment due?
S2010,2,Are there any office hours this week?
S2010,3,When is the next assignment due?
S2010,3,Could you clarify the requirements for the project?
S2010,7,I have a question about the grading rubric.
S2010,7,Could you clarify the requirements for the project?
S2010,7,Could you clarify the requirements for the project?
S2010,8,When is the next assignment due?
S2010,8,When is the next assignment due?
S2010,10,I'm having some difficulty with the recent topics.
S2010,10,What chapters should we focus on for the exam?
S2010,10,When is the next assignment due?
S2010,13,Could you clarify the requirements for the project?
S2010,14,I'm having some difficulty with the recent topics.
S2010,14,Are there any office hours this week?
S2010,15,I have a question about the grading rubric.
S2010,15,When is the next assignment due?
S2011,1,When is the next assignment due?
S2011,1,When is the next assignment due?
S2011,1,I have a question about the grading rubric.
S2011,4,Could you clarify the requirements for the project?
S2011,5,Are there any office hours this week?
S2011,10,Are there any office hours this week?
S2011,12,I have a question about the grading rubric.
S2011,12,What chapters should we focus on for the exam?
S2011,13,I'm finding the material a bit challenging lately.
S2011,15,What chapters should we focus on for the exam?
S2011,15,I'm finding the material a bit challenging lately.
S2011,16,When is the next assignment due?
S2011,16,When is the next assignment due?
S2011,16,Are there any office hours this week?
S2012,2,What chapters should we focus on for the exam?
S2012,6,When is the next assignment due?
S2012,6,Are there any office hours this week?
S2013,2,Could you clarify the requirements for the project?
S2013,2,Are there any office hours this week?
S2013,4,Are there any office hours this week?
S2013,5,I'm having some difficulty with the recent topics.
S2013,5,I'm trying to keep up with everything.
S2013,5,I'm concerned about my progress in the course.
S2013,6,I have a question about the grading rubric.
S2013,8,When is the next assignment due?
S2013,8,I'm having some difficulty with the recent topics.
S2013,12,I'm finding the material really challenging lately.
S2013,13,Thanks for the information.
S2013,15,Thanks for the information.
S2014,4,I have a question about the grading rubric.
S2014,6,I'm concerned about my progress in the course.
S2014,16,Appreciate the response.
S2015,2,I have a question about the grading rubric.
S2015,4,What chapters should we focus on for the exam?
S2015,5,I have a question about the grading rubric.
S2015,6,When is the next assignment due?
S2015,7,What chapters should we focus on for the exam?
S2015,7,Are there any office hours this week?
S2015,8,When is the next assignment due?
S2015,8,When is the next assignment due?
S2015,9,Are there any office hours this week?
S2015,9,I'm concerned about my progress in the course.
S2015,10,Are there any office hours this week?
S2015,10,Could you clarify the requirements for the project?
S2015,12,Are there any office hours this week?
S2015,13,When is the next assignment due?
S2015,13,I have a question about the grading rubric.
S2015,14,Could you clarify the requirements for the project?
S2015,15,Could you clarify the requirements for the project?
S2015,15,I have a question about the grading rubric.
S2015,16,I have a question about the grading rubric.
S2015,16,Are there any office hours this week?
S2016,1,Could you clarify the requirements for the project?
S2016,1,What chapters should we focus on for the exam?
S2016,2,I have a question about the grading rubric.
S2016,3,I have a question about the grading rubric.
S2016,4,I have a question about the grading rubric.
S2016,4,I have a question about the grading rubric.
S2016,6,When is the next assignment due?
S2016,6,Are there any office hours this week?
S2016,7,When is the next assignment due?
S2016,8,Could you clarify the requirements for the project?
S2016,8,Are there any office hours this week?
S2016,9,I'm finding the material a bit challenging lately.
S2016,9,When is the next assignment due?
S2016,10,Could you clarify the requirements for the project?
S2016,10,Could you clarify the requirements for the project?
S2016,10,Are there any office hours this week?
S2016,11,I'm finding the material a bit challenging lately.
S2016,12,I'm finding the material a bit challenging lately.
S2016,12,Are there any office hours this week?
S2016,13,Could you clarify the requirements for the project?
S2016,14,Could you clarify the requirements for the project?
S2016,14,What chapters should we focus on for the exam?
S2016,16,When is the next assignment due?
S2016,16,When is the next assignment due?
S2017,1,I have a question about the grading rubric.
S2017,2,I have a question about the grading rubric.
S2017,2,When is the next assignment due?
S2017,2,Are there any office hours this week?
S2017,3,Could you clarify the requirements for the project?
S2017,3,I have a question about the grading rubric.
S2017,3,Could you clarify the requirements for the project?
S2017,4,I have a question about the grading rubric.
S2017,4,When is the next assignment due?
S2017,5,When is the next assignment due?
S2017,6,Are there any office hours this week?
S2017,8,I have a question about the grading rubric.
S2017,8,What chapters should we focus on for the exam?
S2017,8,When is the next assignment due?
S2017,8,When is the next assignment due?
S2017,9,When is the next assignment due?
S2017,9,I have a question about the grading rubric.
S2017,10,What chapters should we focus on for the exam?
S2017,10,What chapters should we focus on for the exam?
S2017,11,I have a question about the grading rubric.
S2017,11,I have a question about the grading rubric.
S2017,11,I have a question about the grading rubric.
S2017,12,Could you clarify the requirements for the project?
S2017,12,Are there any office hours this week?
S2017,13,Could you clarify the requirements for the project?
S2017,13,Could you clarify the requirements for the project?
S2017,14,Things have been a bit overwhelming recently.
S2017,15,Could you clarify the requirements for the project?
S2017,15,Are there any office hours this week?
S2017,15,I have a question about the grading rubric.
S2017,16,Are there any office hours this week?
S2017,16,I'm concerned about my progress in the course.
S2018,1,What chapters should we focus on for the exam?
S2018,1,What chapters should we focus on for the exam?
S2018,2,When is the next assignment due?
S2018,3,Could you clarify the requirements for the project?
S2018,3,Are there any office hours this week?
S2018,6,Are there any office hours this week?
S2018,7,What chapters should we focus on for the exam?
S2018,7,Are there any office hours this week?
S2018,9,When is the next assignment due?
S2018,9,What chapters should we focus on for the exam?
S2018,9,I have a question about the grading rubric.
S2018,10,When is the next assignment due?
S2018,12,When is the next assignment due?
S2018,12,I'm trying to keep up with everything.
S2018,14,Are there any office hours this week?
S2018,14,Could you clarify the requirements for the project?
S2018,14,Could you clarify the requirements for the project?
S2018,15,What chapters should we focus on for the exam?
S2018,16,I'm finding the material a bit challenging lately.
S2018,16,What chapters should we focus on for the exam?
S2019,3,"Hi Professor, could you clarify the requirements for the project?"
S2019,3,"Hi Professor, could you clarify the requirements for the project?"
S2019,4,"Hi Professor, what chapters should we focus on for the exam?"
S2019,4,"Hi Professor, are there any office hours this week?"
S2019,4,"Hi Professor, are there any office hours this week?"
S2019,5,"Hi Professor, when is the next assignment due?"
S2019,5,"Hi Professor, are there any office hours this week?"
S2019,6,"Hi Professor, what chapters should we focus on for the exam?"
S2019,6,"Hi Professor, i have a question about the grading rubric."
S2019,7,"Hi Professor, when is the next assignment due?"
S2019,10,I'm having some difficulty with the recent topics.
S2019,10,"Hi Professor, what chapters should we focus on for the exam?"
S2019,10,"Hi Professor, what chapters should we focus on for the exam?"
S2019,11,"Hi Professor, what chapters should we focus on for the exam?"
S2019,11,"Hi Professor, are there any office hours this week?"
S2019,11,I'm trying to keep up with everything.
S2019,12,"Hi Professor, i have a question about the grading rubric."
S2019,13,"Hi Professor, what chapters should we focus on for the exam?"
S2019,13,Things have been a bit overwhelming recently.
S2019,14,"Hi Professor, could you clarify the requirements for the project?"
S2019,14,"Hi Professor, when is the next assignment due?"
S2019,15,I'm having some difficulty with the recent topics.
S2019,16,I'm trying to keep up with everything.
S2020,3,I have a question about the grading rubric.
S2020,9,Could you clarify the requirements for the project?
S2021,3,"Hi Professor, i have a question about the grading rubric."
S2021,3,"Hi Professor, could you clarify the requirements for the project?"
S2021,4,"Hi Professor, are there any office hours this week?"
S2021,4,"Hi Professor, i have a question about the grading rubric."
S2021,6,"Hi Professor, i have a question about the grading rubric."
S2021,8,"Hi Professor, what chapters should we focus on for the exam?"
S2021,10,"Hi Professor, are there any office hours this week?"
S2021,11,"Hi Professor, what chapters should we focus on for the exam?"
S2021,13,"Hi Professor, could you clarify the requirements for the project?"
S2021,14,"Hi Professor, are there any office hours this week?"
S2021,14,I'm having some difficulty with the recent topics.
S2021,15,"Hi Professor, when is the next assignment due?"
S2021,15,"Hi Professor, what chapters should we focus on for the exam?"
S2021,16,I'm having some difficulty with the recent topics.
S2022,2,I have a question about the grading rubric.
S2022,3,When is the next assignment due?
S2022,4,Could you clarify the requirements for the project?
S2022,6,I have a question about the grading rubric.
S2022,6,Could you clarify the requirements for the project?
S2022,6,Are there any office hours this week?
S2022,7,I have a question about the grading rubric.
S2022,8,When is the next assignment due?
S2022,8,When is the next assignment due?
S2022,8,Could you clarify the requirements for the project?
S2022,9,I'm trying to keep up with everything.
S2022,11,When is the next assignment due?
S2022,12,Things have been a bit overwhelming recently.
S2022,12,When is the next assignment due?
S2022,12,When is the next assignment due?
S2022,13,I have a question about the grading rubric.
S2022,13,I have a question about the grading rubric.
S2022,14,I'm having some difficulty with the recent topics.
S2022,14,I'm having some difficulty with the recent topics.
S2022,14,Could you clarify the requirements for the project?
S2022,14,I have a question about the grading rubric.
S2022,15,Are there any office hours this week?
S2022,15,What chapters should we focus on for the exam?
S2022,15,I have a question about the grading rubric.
S2022,16,Could you clarify the requirements for the project?
S2023,2,Are there any office hours this week?
S2023,2,Are there any office hours this week?
S2023,3,I have a question about the grading rubric.
S2023,4,When is the next assignment due?
S2023,4,Are there any office hours this week?
S2023,4,Are there any office hours this week?
S2023,4,What chapters should we focus on for the exam?
S2023,4,Could you clarify the requirements for the project?
S2023,5,When is the next assignment due?
S2023,5,What chapters should we focus on for the exam?
S2023,5,Could you clarify the requirements for the project?
S2023,6,When is the next assignment due?
S2023,7,Could you clarify the requirements for the project?
S2023,11,What chapters should we focus on for the exam?
S2023,11,What chapters should we focus on for the exam?
S2023,11,I'm trying to keep up with everything.
S2023,11,When is the next assignment due?
S2023,12,What chapters should we focus on for the exam?
S2023,13,When is the next assignment due?
S2023,13,Things have been a bit overwhelming recently.
S2023,14,When is the next assignment due?
S2023,14,What chapters should we focus on for the exam?
S2023,15,Could you clarify the requirements for the project?
S2024,3,I have a question about the grading rubric.
S2024,4,I have a question about the grading rubric.
S2024,4,Are there any office hours this week?
S2024,4,I have a question about the grading rubric.
S2024,4,I have a question about the grading rubric.
S2024,6,When is the next assignment due?
S2024,7,When is the next assignment due?
S2024,7,I have a question about the grading rubric.
S2024,9,Things have been a bit overwhelming recently.
S2024,9,Things have been a bit overwhelming recently.
S2024,10,Are there any office hours this week?
S2024,11,I have a question about the grading rubric.
S2024,11,I'm finding the material a bit challenging lately.
S2024,11,I have a question about the grading rubric.
S2024,13,What chapters should we focus on for the exam?
S2024,15,Could you clarify the requirements for the project?
S2024,15,What chapters should we focus on for the exam?
S2024,16,What chapters should we focus on for the exam?
S2024,16,Could you clarify the requirements for the project?
S2025,3,What chapters should we focus on for the exam?
S2025,7,Could you clarify the requirements for the project?
S2025,9,Things have been a bit overwhelming recently.
S2025,10,Things have been really overwhelming recently.
S2025,10,I'm trying to keep up with everything.
S2025,13,Thanks for the information.
S2025,13,Thanks for the information.
S2025,15,I'm concerned about my progress in the course.
S2026,1,Are there any office hours this week?
S2026,1,What chapters should we focus on for the exam?
S2026,1,Are there any office hours this week?
S2026,3,Are there any office hours this week?
S2026,3,Could you clarify the requirements for the project?
S2026,4,What chapters should we focus on for the exam?
S2026,4,When is the next assignment due?
S2026,6,Are there any office hours this week?
S2026,6,What chapters should we focus on for the exam?
S2026,8,Are there any office hours this week?
S2026,8,What chapters should we focus on for the exam?
S2026,10,Could you clarify the requirements for the project?
S2026,11,Are there any office hours this week?
S2026,12,I have a question about the grading rubric.
S2026,12,Things have been a bit overwhelming recently.
S2026,13,I have a question about the grading rubric.
S2026,14,What chapters should we focus on for the exam?
S2026,14,Are there any office hours this week?
S2026,15,Could you clarify the requirements for the project?
S2026,16,I'm trying to keep up with everything.
S2027,1,Are there any office hours this week?
S2027,4,What chapters should we focus on for the exam?
S2027,5,I have a question about the grading rubric.
S2027,6,Are there any office hours this week?
S2027,7,Could you clarify the requirements for the project?
S2027,7,I have a question about the grading rubric.
S2027,10,I have a question about the grading rubric.
S2027,12,I'm finding the material a bit challenging lately.
S2027,12,Are there any office hours this week?
S2027,14,Are there any office hours this week?
S2027,14,I'm trying to keep up with everything.
S2027,15,What chapters should we focus on for the exam?
S2027,15,Are there any office hours this week?
S2028,2,Are there any office hours this week?
S2028,4,When is the next assignment due?
S2028,4,When is the next assignment due?
S2028,4,When is the next assignment due?
S2028,5,Could you clarify the requirements for the project?
S2028,5,When is the next assignment due?
S2028,7,Are there any office hours this week?
S2028,7,What chapters should we focus on for the exam?
S2028,8,Could you clarify the requirements for the project?
S2028,8,What chapters should we focus on for the exam?
S2028,9,Could you clarify the requirements for the project?
S2028,9,I'm finding the material a bit challenging lately.
S2028,10,What chapters should we focus on for the exam?
S2028,12,Are there any office hours this week?
S2028,12,What chapters should we focus on for the exam?
S2028,12,What chapters should we focus on for the exam?
S2028,14,When is the next assignment due?
S2028,14,What chapters should we focus on for the exam?
S2028,14,What chapters should we focus on for the exam?
S2028,16,I have a question about the grading rubric.
S2028,16,I have a question about the grading rubric.
S2028,16,When is the next assignment due?
S2028,16,I'm having some difficulty with the recent topics.
S2029,2,I have a question about the grading rubric.
S2029,2,I have a question about the grading rubric.
S2029,2,Are there any office hours this week?
S2029,3,Are there any office hours this week?
S2029,7,When is the next assignment due?
S2029,11,When is the next assignment due?
S2029,11,Are there any office hours this week?
S2029,12,I'm having some difficulty with the recent topics.
S2029,13,Could you clarify the requirements for the project?
S2029,14,What chapters should we focus on for the exam?
S2029,15,I'm concerned about my progress in the course.
S2030,2,I have a question about the grading rubric.
S2030,8,I'm concerned about my progress in the course.
S2031,1,When is the next assignment due?
S2031,1,Could you clarify the requirements for the project?
S2031,4,Are there any office hours this week?
S2031,5,I have a question about the grading rubric.
S2031,5,Are there any office hours this week?
S2031,6,Are there any office hours this week?
S2031,6,I have a question about the grading rubric.
S2031,7,I have a question about the grading rubric.
S2031,7,What chapters should we focus on for the exam?
S2031,8,What chapters should we focus on for the exam?
S2031,8,When is the next assignment due?
S2031,8,What chapters should we focus on for the exam?
S2031,11,I have a question about the grading rubric.
S2031,11,I'm concerned about my progress in the course.
S2031,12,What chapters should we focus on for the exam?
S2031,12,I have a question about the grading rubric.
S2031,12,Could you clarify the requirements for the project?
S2031,13,I'm concerned about my progress in the course.
S2031,15,Things have been a bit overwhelming recently.
S2032,2,"Hi Professor, what chapters should we focus on for the exam?"
S2032,3,"Hi Professor, i have a question about the grading rubric."
S2032,3,"Hi Professor, are there any office hours this week?"
S2032,3,"Hi Professor, when is the next assignment due?"
S2032,4,"Hi Professor, are there any office hours this week?"
S2032,5,"Hi Professor, could you clarify the requirements for the project?"
S2032,8,"Hi Professor, i have a question about the grading rubric."
S2032,9,"Hi Professor, what chapters should we focus on for the exam?"
S2032,9,"Hi Professor, could you clarify the requirements for the project?"
S2032,9,I'm trying to keep up with everything.
S2032,12,"Hi Professor, could you clarify the requirements for the project?"
S2032,12,"Hi Professor, i have a question about the grading rubric."
S2032,12,"Hi Professor, are there any office hours this week?"
S2032,14,"Hi Professor, are there any office hours this week?"
S2032,14,"Hi Professor, what chapters should we focus on for the exam?"
S2033,1,"Hi Professor, are there any office hours this week?"
S2033,1,"Hi Professor, what chapters should we focus on for the exam?"
S2033,2,"Hi Professor, are there any office hours this week?"
S2033,2,"Hi Professor, are there any office hours this week?"
S2033,4,"Hi Professor, when is the next assignment due?"
S2033,5,"Hi Professor, what chapters should we focus on for the exam?"
S2033,7,"Hi Professor, i have a question about the grading rubric."
S2033,8,"Hi Professor, what chapters should we focus on for the exam?"
S2033,9,I'm finding the material a bit challenging lately.
S2033,10,"Hi Professor, are there any office hours this week?"
S2033,10,I'm finding the material a bit challenging lately.
S2033,10,"Hi Professor, could you clarify the requirements for the project?"
S2033,11,"Hi Professor, are there any office hours this week?"
S2033,12,"Hi Professor, are there any office hours this week?"
S2033,13,"Hi Professor, what chapters should we focus on for the exam?"
S2033,14,"Hi Professor, when is the next assignment due?"
S2033,15,"Hi Professor, are there any office hours this week?"
S2033,16,"Hi Professor, could you clarify the requirements for the project?"
S2034,2,I'll look into that.
S2034,2,"Hi Professor, i have a question about the grading rubric."
S2034,4,I'll look into that.
S2034,4,"Hi Professor, i have a question about the grading rubric."
S2034,4,I'm concerned about my progress in the course.
S2034,5,I'm trying to keep up with everything.
S2034,5,"Hi Professor, are there any office hours this week?"
S2034,6,"Hi Professor, when is the next assignment due?"
S2034,8,"Hi Professor, when is the next assignment due?"
S2034,8,I'm trying to keep up with everything.
S2034,9,I'm trying to keep up with everything.
S2034,11,I'll look into that.
S2034,12,I'm having some difficulty with the recent topics.
S2034,13,"Hi Professor, when is the next assignment due?"
S2034,13,"Hi Professor, what chapters should we focus on for the exam?"
S2034,16,I'm having some difficulty with the recent topics.
S2034,16,"Okay, thank you."
S2035,2,When is the next assignment due?
S2035,2,What chapters should we focus on for the exam?
S2035,2,When is the next assignment due?
S2035,3,When is the next assignment due?
S2035,3,I have a question about the grading rubric.
S2035,5,Are there any office hours this week?
S2035,7,What chapters should we focus on for the exam?
S2035,7,Are there any office hours this week?
S2035,7,Are there any office hours this week?
S2035,8,What chapters should we focus on for the exam?
S2035,9,Are there any office hours this week?
S2035,10,I have a question about the grading rubric.
S2035,14,I'm concerned about my progress in the course.
S2035,15,Appreciate the response.
S2035,15,Appreciate the response.
S2036,2,"Hi Professor, when is the next assignment due?"
S2036,3,"Hi Professor, i have a question about the grading rubric."
S2036,3,"Hi Professor, are there any office hours this week?"
S2036,3,"Hi Professor, i have a question about the grading rubric."
S2036,4,"Hi Professor, could you clarify the requirements for the project?"
S2036,4,"Hi Professor, i have a question about the grading rubric."
S2036,5,"Hi Professor, could you clarify the requirements for the project?"
S2036,5,"Hi Professor, when is the next assignment due?"
S2036,10,"Hi Professor, could you clarify the requirements for the project?"
S2036,11,I'm trying to keep up with everything.
S2036,12,"Hi Professor, could you clarify the requirements for the project?"
S2036,13,"Hi Professor, are there any office hours this week?"
S2036,13,I'm finding the material a bit challenging lately.
S2036,13,"Hi Professor, when is the next assignment due?"
S2036,14,"Hi Professor, when is the next assignment due?"
S2036,14,"Hi Professor, could you clarify the requirements for the project?"
S2036,15,I'm trying to keep up with everything.
S2036,15,"Hi Professor, when is the next assignment due?"
S2036,16,"Hi Professor, i have a question about the grading rubric."
S2037,2,"Hi Professor, could you clarify the requirements for the project?"
S2037,3,"Hi Professor, could you clarify the requirements for the project?"
S2037,3,"Hi Professor, when is the next assignment due?"
S2037,4,"Hi Professor, what chapters should we focus on for the exam?"
S2037,5,"Hi Professor, i have a question about the grading rubric."
S2037,6,"Hi Professor, could you clarify the requirements for the project?"
S2037,7,"Hi Professor, when is the next assignment due?"
S2037,7,"Hi Professor, what chapters should we focus on for the exam?"
S2037,7,"Hi Professor, when is the next assignment due?"
S2037,8,"Hi Professor, i have a question about the grading rubric."
S2037,8,"Hi Professor, could you clarify the requirements for the project?"
S2037,9,"Hi Professor, i have a question about the grading rubric."
S2037,12,"Hi Professor, are there any office hours this week?"
S2037,12,"Hi Professor, could you clarify the requirements for the project?"
S2037,12,"Hi Professor, could you clarify the requirements for the project?"
S2037,12,"Hi Professor, are there any office hours this week?"
S2037,12,"Hi Professor, i have a question about the grading rubric."
S2037,13,"Hi Professor, when is the next assignment due?"
S2037,13,"Hi Professor, when is the next assignment due?"
S2037,13,"Hi Professor, when is the next assignment due?"
S2037,14,"Hi Professor, are there any office hours this week?"
S2037,14,"Hi Professor, are there any office hours this week?"
S2037,15,I'm finding the material a bit challenging lately.
S2037,15,"Hi Professor, i have a question about the grading rubric."
S2037,16,"Hi Professor, what chapters should we focus on for the exam?"
S2038,1,Are there any office hours this week?
S2038,2,When is the next assignment due?
S2038,3,When is the next assignment due?
S2038,4,I have a question about the grading rubric.
S2038,7,Could you clarify the requirements for the project?
S2038,7,I have a question about the grading rubric.
S2038,8,I have a question about the grading rubric.
S2038,9,Things have been a bit overwhelming recently.
S2038,9,I'm concerned about my progress in the course.
S2038,11,I'm trying to keep up with everything.
S2038,12,Could you clarify the requirements for the project?
S2038,12,I'm concerned about my progress in the course.
S2038,12,When is the next assignment due?
S2038,14,I'm having some difficulty with the recent topics.
S2038,15,Are there any office hours this week?
S2038,16,What chapters should we focus on for the exam?
S2039,1,I have a question about the grading rubric.
S2039,4,Are there any office hours this week?
S2039,4,Are there any office hours this week?
S2039,4,When is the next assignment due?
S2039,6,I have a question about the grading rubric.
S2039,6,Could you clarify the requirements for the project?
S2039,6,Are there any office hours this week?
S2039,9,What chapters should we focus on for the exam?
S2039,9,I'm trying to keep up with everything.
S2039,10,What chapters should we focus on for the exam?
S2039,11,I'm having some difficulty with the recent topics.
S2039,12,What chapters should we focus on for the exam?
S2039,13,What chapters should we focus on for the exam?
S2039,13,Could you clarify the requirements for the project?
S2039,13,When is the next assignment due?
S2039,13,What chapters should we focus on for the exam?
S2039,14,I have a question about the grading rubric.
S2039,14,Are there any office hours this week?
S2039,15,What chapters should we focus on for the exam?
S2040,1,Are there any office hours this week?
S2040,1,When is the next assignment due?
S2040,1,I have a question about the grading rubric.
S2040,3,Are there any office hours this week?
S2040,3,I have a question about the grading rubric.
S2040,3,Are there any office hours this week?
S2040,3,I have a question about the grading rubric.
S2040,3,What chapters should we focus on for the exam?
S2040,4,Are there any office hours this week?
S2040,4,What chapters should we focus on for the exam?
S2040,4,Are there any office hours this week?
S2040,4,Are there any office hours this week?
S2040,4,What chapters should we focus on for the exam?
S2040,7,I have a question about the grading rubric.
S2040,8,What chapters should we focus on for the exam?
S2040,8,When is the next assignment due?
S2040,9,Could you clarify the requirements for the project?
S2040,9,What chapters should we focus on for the exam?
S2040,9,I have a question about the grading rubric.
S2040,9,I'm having some difficulty with the recent topics.
S2040,10,I'm trying to keep up with everything.
S2040,10,I'm having some difficulty with the recent topics.
